fold,val_loss,train_loss,epochs_run,F1_avg,F1_Fixation,F1_Saccade,F1_Pursuit,F1_Blink,Prec_Fixation,Prec_Saccade,Prec_Pursuit,Prec_Blink,Rec_Fixation,Rec_Saccade,Rec_Pursuit,Rec_Blink,ev_F1_avg,ev_F1_Fixation,ev_F1_Saccade,ev_F1_Pursuit,ev_F1_Blink,roc_auc_micro,roc_auc_macro
1,0.38622078874539084,0.40218205032783133,26,0.7484728693962097,0.9261808188385217,0.8356423540369056,0.6348778091420907,0.597190526902987,0.8918968900378428,0.8319858587614826,0.7556755954038351,0.8611964311832675,0.9632058157599864,0.8393311310550472,0.5473773379408641,0.45707188324794285,0.7385453170827557,0.82724396315183,0.8556555615260613,0.6690918262421668,0.6021899174109645,0.9711991962327009,0.9238394088945928
