fold,val_loss,train_loss,epochs_run,F1_avg,F1_Fixation,F1_Saccade,F1_Pursuit,F1_Blink,Prec_Fixation,Prec_Saccade,Prec_Pursuit,Prec_Blink,Rec_Fixation,Rec_Saccade,Rec_Pursuit,Rec_Blink,ev_F1_avg,ev_F1_Fixation,ev_F1_Saccade,ev_F1_Pursuit,ev_F1_Blink,roc_auc_micro,roc_auc_macro
1,0.43550445694018064,0.42453202389389555,21,0.7015971541404724,0.9151761934283943,0.8105822846521832,0.5294953081410094,0.5511348559095653,0.866385325167293,0.846377779898826,0.7130626835765842,0.8712455953912411,0.9697903615065717,0.7776917005291315,0.4210915545037716,0.4030480231836059,0.677777894885389,0.7924858973656826,0.8166135073829119,0.5530389544474051,0.5489732203455564,0.9643133062315953,0.9043608441917866
2,0.4048256538616783,0.41390166642881254,28,0.7303324341773987,0.922218026537261,0.820895190848173,0.6028622682878214,0.5753542736958246,0.8828734763572175,0.8318027670237989,0.7405006267627703,0.8620208699245789,0.9652328566112862,0.8102699779281716,0.5083704231601878,0.4317687849306562,0.7158373166672507,0.8148129528501675,0.8333375812412387,0.6372977394704814,0.5779009931071151,0.9687314853043105,0.917503306997357
3,0.42384553497640404,0.4254090850505502,25,0.7165101766586304,0.9169859769299166,0.814661112982757,0.5617097496438022,0.572683858643744,0.8719195947892814,0.8554131626762714,0.7119182746878547,0.8708212305254819,0.9669649088875621,0.777615365500709,0.46384294742503696,0.4266235446313066,0.6963452465680633,0.7998919579249782,0.8185342280012516,0.593405465333525,0.5735493350124984,0.9660514832543767,0.9098994241973888
4,0.40912002268089204,0.41495924686717095,31,0.7300851941108704,0.9208185670552397,0.8231020542121045,0.5991320559620236,0.5772882117968493,0.8823893239202145,0.8403777320843805,0.7176879046636014,0.8704176878552432,0.9627475177275144,0.8065223428980719,0.5141919782716846,0.43185346165787025,0.7162198637838613,0.8140288164557954,0.8338301488738373,0.6391650296644642,0.5778554601413481,0.9681594856514714,0.915900614108418
